;Indice;Valutazione ChatGTP;Answer_ChatBot_Model_Distil_dot (notBest);Valutazione_ChatBot_Distil_dot;Answer_ChatBot_Model_dist_eu;Valutazione_ChatBot_dist_eu;Answer_ChatBot_Model_all_euc;Valutazione_ChatBot_all_euc;Answer_ChatBot_Model_all_euc_weight;Valutazione_ChatBot_all_euc_weight;Answer_ChatBot_Model_all_eu_weight_local;Valutazione_ChatBot_all_euc_weight_local;Answer_ChatBot_Model_all_eu_25;Valutazione_ChatBot_all_eu_25;Domanda ChatGTP;Risposta ChatGTP;Answer_ChatBot_Model_base_dot;Valutazione_ChatBot_base_dot;Answer_ChatBot_Model_base_dot_weight;Valutazione_ChatBot_base_dot_weight;Answer_ChatBot_Model_base_dot_weight_local;Valutazione_ChatBot_base_dot_weight_local
832;41;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;What specific facilities in the Wellness Apartment are reserved for guests accommodated in that apartment?;Facilities like infra-sauna and whirlpool.;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G;Facilities of the Wellness Apartment (infra-sauna and whirlpool) can be used only by guests accommodated in that apartment.;G
833;42;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;What conditions and requirements are outlined for accommodating guests with pets, as per section 4.3?;Conditions for accommodating guests with pets are outlined in section 4.3;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S;Pets must be attended and are not admitted to guest areas, bars and restaurants, swimming pool, recreational center and other facilities.;S
834;42;G;A reservation of a Group of Guests can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of a Group of Guests can be cancelled without cancellation fees according to the rules of the selected tariff.;G;Cancellation of confirmed booking by a Guest is reduction in the number of Guests, full or partial service cancellation, as well as change of services provision period by verbally or in writing informing the Hotel’s Staff responsible for room reservation and accommodation of Guests.;S;Cancellation of confirmed booking by a Guest is reduction in the number of Guests, full or partial service cancellation, as well as change of services provision period by verbally or in writing informing the Hotel’s Staff responsible for room reservation and accommodation of Guests.;S;Cancellation of confirmed booking by a Guest is reduction in the number of Guests, full or partial service cancellation, as well as change of services provision period by verbally or in writing informing the Hotel’s Staff responsible for room reservation and accommodation of Guests.;S;Cancellation of confirmed booking by a Guest is reduction in the number of Guests, full or partial service cancellation, as well as change of services provision period by verbally or in writing informing the Hotel’s Staff responsible for room reservation and accommodation of Guests.;S;In section 2.8, how does the guideline handle the cancellation of a reservation for a Group of Guests?;The guidelines address the cancellation of reservations for a Group of Guests in section 2.8;A reservation of a Group of Guests can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of a Group of Guests can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of a Group of Guests can be cancelled without cancellation fees according to the rules of the selected tariff.;G
835;42;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;What is the Guest's responsibility regarding financial damage caused to the hotel during an event, as mentioned in section 5.4?;The Guest's responsibility regarding financial damage caused to the hotel during an event is discussed in section 5.4;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G;Should any financial damage be caused to the Hotel, the Guest shall pay for the stated damage immediately after the event under Statement of Financial Damage Reimbursement.;G
836;42;G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;According to section 2.4, what specific information is required from a guest during the reservation process?;According to section 2.4, during the reservation process, guests are required to provide information such as their full name, contact details, credit card information, and any special requests or preferences.;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G;"For reservation a Guest provides the Hotel with the following data: last and first names of Guests; dates of Guests’ arrival and departure; expected time of arrival; category and number of required rooms; details of accommodation and the number of Guests; presence of children, specifying their age; availability of pets, specifying their kind and breed; Guest’s additional wishes and necessity of extra services (if required); Guest’s mobile phone number; Guest’s email; information on whether the caller is an individual or an agency representative; position, last name and contact details of the person who has drawn up the request; information about a procedure, way and a due date of booked services payment.";G
837;42;S;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;As per section 2.7, what are the conditions for canceling a reservation for an Individual Guest?;Section 2.7 outlines the conditions for canceling a reservation for an Individual Guest;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G;A reservation of an Individual Guest can be cancelled without cancellation fees according to the rules of the selected tariff.;G
838;42;S;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;In section 5.2, what specific information is required from the Guest when organizing MICE events at Villa Elena Hotel?;Information required from the Guest when organizing MICE events is outlined in section 5.2;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G;Prior to organizing MICE events on the grounds of the Hotel, Guest shall conclude a detailed written Event Services Agreement with the Hotel’s Staff responsible therefor.;G
839;42;G;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;The Hotel’s Management has the right to change and update the given Guidelines on Guests’ Comfortable Staying.;G;The Hotel’s Management has the right to change and update the given Guidelines on Guests’ Comfortable Staying.;G;The Hotel’s Management has the right to change and update the given Guidelines on Guests’ Comfortable Staying.;G;The Hotel’s Management has the right to change and update the given Guidelines on Guests’ Comfortable Staying.;G;According to the final clause in section 6.1, who has the authority to change and update the guidelines on Guests' Comfortable Staying at Villa Elena Hotel & Residences?;The final clause in section 6.1 states that the right to change and update the guidelines on Guests' Comfortable Staying lies with the management or the person authorized by them.;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S
840;42;In;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;According to section 2.11, what is the procedure for early check-in and late check-out at Villa Elena Hotel?;Section 2.11 details the procedure for early check-in and late check-out;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;S
841;42;In;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;S;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;In section 4.9, what responsibilities does a Guest have in case of a fire at Villa Elena Hotel?;The responsibilities of a Guest in case of a fire are outlined in section 4.9;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G;Guest shall comply with fire safety regulations on the grounds of the Hotel and follow all safety measures and fire safety recommendations: Refrain from smoking and using open fire inside the buildings and in unintended places.;G
842;42;In;When Guest recognizes faults of the service delivered, they have the right to demand relevant price reduction for the service.;G;When Guest recognizes faults of the service delivered, they have the right to demand relevant price reduction for the service.;G;Guest also has the right to terminate the contract if they discover substantial faults in the services or other major deviations from the terms of confirmed reservation.;S;Guest also has the right to terminate the contract if they discover substantial faults in the services or other major deviations from the terms of confirmed reservation.;S;Guest also has the right to terminate the contract if they discover substantial faults in the services or other major deviations from the terms of confirmed reservation.;S;Guest is fully responsible for the visitors’ behavior and shall pay their bills as well as reimburse for damage caused by their actions.;S;According to section 4.16, how is a Guest expected to handle the situation in case of discovering faults in the service?;Section 4.16 provides information on how a Guest is expected to handle the situation in case of discovering faults in the service;When Guest recognizes faults of the service delivered, they have the right to demand relevant price reduction for the service.;G;When Guest recognizes faults of the service delivered, they have the right to demand relevant price reduction for the service.;G;When Guest recognizes faults of the service delivered, they have the right to demand relevant price reduction for the service.;G
843;42;G;Guest shall provide the event with sufficient number of additional staff who will carry out all support work during the event, ensure compliance with the Regulations of third party staying on the grounds of the Hotel.;S;Guest shall provide the event with sufficient number of additional staff who will carry out all support work during the event, ensure compliance with the Regulations of third party staying on the grounds of the Hotel.;S;Guest shall provide the event with sufficient number of additional staff who will carry out all support work during the event, ensure compliance with the Regulations of third party staying on the grounds of the Hotel.;S;Guest shall provide the event with sufficient number of additional staff who will carry out all support work during the event, ensure compliance with the Regulations of third party staying on the grounds of the Hotel.;S;Guest shall provide the event with sufficient number of additional staff who will carry out all support work during the event, ensure compliance with the Regulations of third party staying on the grounds of the Hotel.;S;Guest shall provide the event with sufficient number of additional staff who will carry out all support work during the event, ensure compliance with the Regulations of third party staying on the grounds of the Hotel.;S;As per section 5.6, how should a Guest handle the seating and service preferences for VIP guests during an event?;Section 5.6 provides guidelines on how a Guest should handle seating and service preferences for VIP guests during an event;Guest shall timely pay the bill for the services.;S;Guest is aware that service can be denied and access restricted to guest areas of the Hotel to them and other Guests due to non-compliance with the dress code.;S;Guest is aware that service can be denied and access restricted to guest areas of the Hotel to them and other Guests due to non-compliance with the dress code.;S
844;42;S;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;"How is a ""Frequent Guest"" defined in the guidelines, and what distinguishes them from other guests?";"The guidelines do not provide specific information about how a ""Frequent Guest"" is defined";Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G;Frequent Guest – a Guest who uses the Hotel’s services on a regular basis.;G
845;42;G;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;In;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;In;Rooms at the Hotel can be booked on the website villaelenahotel.;In;Rooms at the Hotel can be booked on the website villaelenahotel.;In;Rooms at the Hotel can be booked on the website villaelenahotel.;In;Rooms at the Hotel can be booked on the website villaelenahotel.;In;How can rooms at Villa Elena Hotel be booked, and what are the mentioned methods in section 2.2?;Rooms at Villa Elena Hotel can be booked through various methods, as mentioned in section 2.2;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;In;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;In;Inform a Guest during check-in about application of the Guidelines on Guests’ Comfortable Staying at Villa Elena Hotel & Residences.;In
846;42;S;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;How does the guideline address the issue of guest attire, and what dress code variations are mentioned in section 4.11?;Section 4.11 addresses the issue of guest attire;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G;Guest shall comply with the Hotel’s dress code and monitor its compliance by their guests, visitors, assistants and contractors as well as compliance with the dress code of all the events the Guest attends.;G
847;42;S;In case of failure to pay for requested services pursuant to the procedure and within the time limit of the Guidelines, the Hotel reserves the right to give the Guest service denial.;G;In case of failure to pay for requested services pursuant to the procedure and within the time limit of the Guidelines, the Hotel reserves the right to give the Guest service denial.;G;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G;Under what circumstances can a Guest be denied services, and what conditions are outlined in section 4.18?;Section 4.18 outlines the circumstances under which a Guest can be denied services;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G;Guest may be denied services without further explanation with prohibition to stay on the grounds of the Hotel due to flagrant violation of the Guidelines, no positive response to Staff addressing, and in the event of Guest being aggressive to Staff or other Guests or conducting in a manner that poses risk to health, life or property of other people.;G
848;42;G;After the event being held the Guest and the Hotel sign work completion statement.;G;After the event being held the Guest and the Hotel sign work completion statement.;G;Guest must submit for agreement to the Hotel’s Management the following information: objectives and format of the event, planned date and time, preliminary list of guests, and event program.;S;Guest must submit for agreement to the Hotel’s Management the following information: objectives and format of the event, planned date and time, preliminary list of guests, and event program.;S;Guest must submit for agreement to the Hotel’s Management the following information: objectives and format of the event, planned date and time, preliminary list of guests, and event program.;S;Guest must submit for agreement to the Hotel’s Management the following information: objectives and format of the event, planned date and time, preliminary list of guests, and event program.;S;What statement needs to be signed after an event is held at Villa Elena Hotel, and what does it entail, as per section 5.11?;According to section 5.11, a statement needs to be signed after an event is held at Villa Elena Hotel;After the event being held the Guest and the Hotel sign work completion statement.;G;After the event being held the Guest and the Hotel sign work completion statement.;G;After the event being held the Guest and the Hotel sign work completion statement.;G
849;42;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;How does the guideline handle the situation if the number of Guests decreases less than 2 working days before the event, as per section 5.10?;Section 5.10 addresses how the guideline handles the situation if the number of Guests decreases less than 2 working days before the event;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G;Should the number of Guests be decreased less than 2 (two) working days prior to the event, the final price of services is not subject to recalculation and reduction and shall be paid in full by the Organiser.;G
850;42;S;Management and Staff shall deliver a kind and considerate service and all comforts available to Guests of Villa Elena Hotel & Residences.;S;Management and Staff shall deliver a kind and considerate service and all comforts available to Guests of Villa Elena Hotel & Residences.;S;In case of additional orders during the event, the Guest shall pay for them immediately on completion of the event.;G;Guest timely and in full pays for the services ordered prior to the beginning of the event.;G;Guest timely and in full pays for the services ordered prior to the beginning of the event.;G;Guest timely and in full pays for the services ordered prior to the beginning of the event.;G;What is the payment procedure for services ordered prior to the event at Villa Elena Hotel, as outlined in section 5.8?;The payment procedure for services ordered prior to the event is mentioned in section 5.8;In case of additional orders during the event, the Guest shall pay for them immediately on completion of the event.;G;In case of additional orders during the event, the Guest shall pay for them immediately on completion of the event.;G;In case of additional orders during the event, the Guest shall pay for them immediately on completion of the event.;G
851;42;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;In case of a postponed event start time, what expenses does the Guest need to cover, according to section 5.9?;In case of a postponed event start time, the Guest's obligations regarding payment are discussed in section 5.9;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G;Should beginning of the event be postponed until later time on the planned day, the Guest pays all the bills for meals cooked.;G
852;42;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;"In the context of Villa Elena Hotel & Residences, what does the term ""MICE"" signify?";"In the context of Villa Elena Hotel & Residences, the term ""MICE"" refers to Meetings, Incentives, Conferences, and Exhibitions";MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G;MICE – meetings, official receptions, international summits and conferences, gala weddings, effective press-conferences, memorable presentations and other public events at the Hotel.;G
