;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP
722;36;What information is required to be provided to Consumers before the contract is made, according to the Regulations?;Information required by the Regulations will be made available to Consumers before the contract is made, and it becomes part of the terms of the contract.;G
723;36;In case of force majeure, what does the Hotel claim regarding its obligations under the Conditions?;The Hotel claims that it will not be in breach of the Conditions, nor liable for any delay or failure to perform obligations if such failure or delay results from events beyond its reasonable control.;G
724;36;Who is the Company referred to in these Conditions, and what is its registered office address?;"The Company referred to is ""Farncombe Estate Holdings Limited,"" and its registered office address is at Farncombe House, Broadway, Worcestershire, WR12 7LJ.";G
725;36;How can reservations be made, and what information is required during the reservation process?;Reservations can be made through the Estate's website, by telephone, or in person;G
726;36;What is the latest check-out time for The Fish Hotel, Dormy House Hotel, and Foxhill Manor, respectively?;The latest check-out times are 11:00 hrs for The Fish Hotel, 12:00 noon for Dormy House Hotel, and 12:00 noon for Foxhill Manor.;G
727;36;What is the maximum room occupancy for adults, and what exception is mentioned for family rooms?;The maximum room occupancy for adults is 2;G
728;36;In case of damage caused by the Guest, who is responsible for the associated costs, and what actions can the Hotel take?;The Guest who made the booking is responsible for damage costs, and the Hotel can charge for the damage, remove items, cancel the reservation, or refuse future reservations.;G
729;36;How can the Company change these Conditions, and is prior notice given to the Guest?;The Company may change these Conditions from time to time without prior notice.;G
730;36;How does the Company handle complaints, and to whom should a complaint be raised?;Guests can raise complaints with the relevant General Manager at the Hotel by post, phone, or email, as specified in the text.;G
731;36;"What does the term ""no waiver"" mean, and under what conditions will the Company waive its rights?";"""No waiver"" means that if the Company does not insist on the performance of obligations or does not enforce its rights, it does not waive those rights unless explicitly stated in writing.";G
732;36;Which law governs these Conditions, and which courts have jurisdiction in case of disputes?;These Conditions are governed by the laws of England and Wales, and any disputes will be settled by the courts of England and Wales.;G
733;37;What responsibility do guests bear for damages caused to hotel property or by other guests?;Guests bear responsibility for all damages they cause to hotel property or by other guests, in compliance with valid legal regulations.;G
734;37;What responsibility does the hotel bear for a guest's property damage or loss of belongings in public hotel rooms?;The hotel bears no responsibility for guest’s property damage or loss of guest’s belongings left in public hotel rooms;G
735;37;What safety measures should guests take upon departure to ensure room security and avoid fines?;Guests, on departure, should switch off electric lighting and all electrical appliances, close water cocks, close the windows, lock the doors, and leave the room key at the hotel reception;G
736;37;Under what circumstances can a guest be offered a different room during a stay extension?;A guest can be offered a different room during a stay extension, and the hotel has the right to provide alternate accommodation in exceptional cases, as long as it doesn't vary significantly from the acknowledged order.;G
737;37;What is the consequence if a guest leaves the room later than the agreed check-out time?;If a guest leaves the room later than the agreed check-out time, the hotel has the right to claim payment for another night.;G
738;37;What are the three ways of accommodation mentioned in the text?;The three ways of accommodation mentioned are upon direct guest request through the reception clerk, upon acknowledged order (in writing, verbally, by telephone, fax, e-mail), and if the guest does not arrive on the date defined in the order, the hotel has the right to charge a cancellation fee.;G
739;37;What documents is a guest required to present upon arrival, and what will they receive in return?;Guests are required to present a personal document such as an identity card, passport, or other valid identification document upon arrival, and they will receive a hotel card in return.;G
740;37;What is the deadline for settling all provided services, and what information should guests report upon departure?;The deadline for settling all provided services is on the departure day, but no later than one week after the stay;G
741;37;Until what time does the hotel have an obligation to accommodate a guest, and what is the check-out time if the stay period is not agreed upon in advance?;The hotel has an obligation to accommodate a guest until 6 p.m;G
742;37;What are the designated quiet hours, and what is required of each guest during this time?;Designated quiet hours are from 10 p.m;G
743;37;Under what conditions can a guest receive visitors in the hotel, and when are visitors allowed in the hotel room?;Guests can receive visitors in public hotel areas, and in the hotel room only upon the reception clerk's permission from 8 a.m;G
744;37;What restrictions are placed on guests regarding changes to the room, furniture, and interference with electric mains or systems?;Guests are not allowed to make any changes, furniture displacements, or interference with electric mains or systems.;G
745;37;Where are the lockers for ski and ski equipment, and how can guests obtain the key?;Lockers for ski and ski equipment are in the ground, and the key is available at the reception desk.;G
746;37;In what situation can the hotel charge a cancellation fee, and how is it calculated?;The hotel can charge a cancellation fee if the guest does not arrive on the date defined in the order, and the fee is calculated according to the price list.;G
747;37;Under what conditions can animals accompany a guest in the hotel, and what requirements must be met for a dog to be allowed?;Animals can accompany a guest in the hotel only with the permission of hotel management;G
748;37;What responsibility does the hotel bear for valuables and cash, and where can guests keep them to avoid loss responsibility?;The hotel bears responsibility for valuables and cash only if kept in the hotel safe deposit;G
749;37;What medical care services does the hotel agree to secure for guests in case of injury or illness?;The hotel agrees to secure medical attendance by phone in case of grave guest injury or illness and hospital care if necessary.;G
750;37;How should guests report any faults or deficiencies found in the room?;Guests should report any faults or deficiencies found in the room immediately to the reception clerk.;G
751;37;When does a guest accommodated before 6 a.m?;A guest accommodated before 6 a.m;S
752;37;What safety device are guests required to follow, especially concerning fire regulations?;Guests are required to follow fire regulations published in visible and accessible places.;G
753;38;According to the text, what is the basis for realizing the accommodation contract between the Guest and the Lodging Provider?;The basis for realizing the accommodation contract between the Guest and the Lodging Provider is the accommodation contract concluded pursuant to the regulation § 2326 and the law No;G
754;38;What does the Lodging Provider state regarding a guarded car park and responsibility for damage to means of transport?;The Lodging Provider does not have a guarded car park and is not responsible for damage caused to means of transport and things left in them unless the Provider expressly declares that it has taken such things into safekeeping.;G
755;38;What restrictions are placed on the Guest in terms of making changes in accommodation premises and using appliances?;The Guest is restricted from making substantial changes in accommodation premises, taking away any equipment and appliances, using own appliances except small appliances used for personal hygiene and office work, leaving the accommodation premises for another person, receiving unannounced visits in accommodation premises, and stating the address of the Hotel and its accommodation premises as the place of business.;G
756;38;How is the accommodation contract concluded, and what is the minimum requirement to comply with the form requirement?;The accommodation contract is concluded in written form, and at least a written confirmation of the booking order or a completion of a registration card is enough to comply with the form requirement.;G
757;38;In case of misconduct by the Guest, what right does the Lodging Provider have, and under what conditions can they terminate the accommodation contract?;In case of misconduct by the Guest, the Lodging Provider has the right to terminate the accommodation contract before the expiration of the agreed period, even without notice period, if the Guest was warned about his/her misconduct by the Hotel pursuant to the regulation §2331 of the Civil Code.;G
758;38;What are the steps involved in reserving accommodation with the Lodging Provider, and how is the Accommodation Contract concluded?;The Guest is obliged to reserve the accommodation with the Lodging Provider in written form or make a reservation by phone and confirm this reservation to the Lodging Provider in written form;G
759;38;What are the conditions for payment of the cost of service stated in the Accommodation Contract, and what right does the Lodging Provider have regarding securing the service financially?;The conditions for payment of the cost of service stated in the Accommodation Contract depend on the conditions that are part of the confirmation of the accommodation reservation of the Lodging Provider;G
760;38;Under what circumstances can the Guest withdraw from the Accommodation Contract, and what charges may apply in such cases?;The Guest is entitled to withdraw from the Accommodation Contract before the date of check-in, even without stating a reason;G
761;38;What happens if the Guest fails to pay the required deposit, and what is the consequence of not arriving for check-in within 24 hours?;If the Guest fails to pay the required deposit, the accommodation reservation is canceled on the expiry date of the deposit invoice;G
762;38;How does the Guest announce their arrival at the hotel reception, and what identification documents are required during check-in?;The Guest announces their arrival to the hotel reception to an authorized employee and presents their ID, passport, or proof of identity, according to which the authorized employee checks the identity of the Guest.;G
763;38;What are the obligations of the Guest regarding the use of the room and common spaces, and what responsibilities do they have during their stay?;The obligations of the Guest include reading and following the Accommodation Rules, paying the accommodation price according to a valid price list, properly using the accommodation premises, maintaining order and cleanliness, reporting damage, behaving quietly during specific hours, and following specific check-out procedures.;G
764;38;In case of breaching regulations, what right does the Lodging Provider reserve, and what action can they take against the Guest?;In case of breaching regulations, the Lodging Provider reserves the right to charge the Guest a fine for in-depth sanitation or for a settlement of a claim caused by the above-mentioned activities.;G
765;38;What can the Guest deposit with the Lodging Provider, and under what conditions may the Lodging Provider refuse such deposits?;The Guest can deposit cash, jewelry, or other valuables with the Lodging Provider, but the Provider may refuse the deposit of dangerous items or items whose value and scope are disproportionate for the accommodation premise.;G
766;38;Where are safety deposit boxes provided by the Lodging Provider, and what items are not intended to be kept in hotel rooms?;Safety deposit boxes provided by the Lodging Provider are available in hotel rooms and reception;G
767;38;What is the time frame for claiming damages caused to the property of the accommodated, and under what conditions will the Lodging Provider move and store items left after the end of the stay?;The time frame for claiming damages caused to the property of the accommodated is within 15 days after finding out of the damage;G
768;38;What safety regulations should the Guest read, and what responsibility do they have for caused damage to the Lodging Provider's property?;The Guest is obliged to read safety regulations and the evacuation plan in case of a fire.;G
769;38;What is the responsibility of the Guest for caused damage, and how is the damage covered by the paid deposit?;The responsibility of the Guest for caused damage is covered by the paid deposit.;G
770;38;What is the responsibility of the Lodging Provider for damage to left possessions, and how is it regulated by the Civil Code?;The responsibility of the Lodging Provider for damage to left possessions follows the regulation §2945 et seq;G
771;38;How is the responsibility of the Lodging Provider for damage to brought possessions limited, and what factors determine this responsibility?;The responsibility of the Lodging Provider for damage to brought possessions is limited to 100 times the price of accommodation per 1 day, following the regulation §2946 et seq;G
772;38;What is the departure time for the Guest, and what obligations do they have during the departure process?;The Guest is obliged to leave the room by 12:00/12 PM, lock the room, leave cards at the hotel reception, and ensure that all service charges have been properly paid.;G
773;39;What identification documents must a guest present upon arrival at Hotel Noir?;Guests must present their valid ID, passport, or other valid ID upon arrival at Hotel Noir.;G
774;39;What safety guidelines are provided concerning leaving children under 10 years of age unattended in Hotel Noir?;For safety reasons, it is not appropriate to leave children under 10 years of age unattended in the room and other areas of Hotel Noir.;G
775;39;Under what circumstances can Hotel Noir offer a guest a different room during an extended stay?;Hotel Noir may offer a guest a different room during an extended stay.;G
776;39;Under what conditions can guests receive visitors in their rooms at Hotel Noir?;Guests may only receive visitors in their rooms with the agreement of Hotel Noir staff.;G
777;39;Are guests allowed to use their own electric appliances in Hotel Noir rooms? Provide details.;Guests are not allowed to use their own electric appliances in Hotel Noir rooms, except for personal hygiene appliances.;G
778;39;How does Hotel Noir handle complaints from guests and suggestions for improvement?;Hotel Noir accepts complaints from guests and suggestions for improvement.;G
779;39;How does Hotel Noir handle the accommodation contract if there is a violation of the rules by the guest?;If there is a violation of the rules by the guest, Hotel Noir has the right to withdraw from the accommodation contract.;G
780;39;What action can Hotel Noir take in the event of a guest's violation of the accommodation rules?;In the event of a guest's violation of the accommodation rules, Hotel Noir has the right to withdraw from the contract.;G
781;39;What specific measures can Hotel Noir take if a guest fails to adhere to the rules during an extended stay?;Hotel Noir can take measures, including storing the guest's belongings, if the guest fails to adhere to the rules during an extended stay.;G
782;39;What is the check-out time for a guest, and what happens if the guest fails to vacate the room by that time?;The check-out time for a guest is by 10:00 on the last day, and if the guest fails to vacate the room, the hotel is entitled to charge for the next day.;G
783;39;What responsibilities does the guest have regarding water closures, lights, accessories, door, and windows in the room?;The guest is obliged to close water closures, turn off lights and accessories, and close the door and windows in the room.;G
784;39;Who is responsible for any damage to Hotel Noir property, and how is the payment for such damage handled?;Guests are responsible for damage to Hotel Noir property, and the guest pays for the damage caused by them.;G
785;39;Are animals allowed in Hotel Noir, and what conditions must be met for their accommodation?;Dogs and other animals can be accommodated in Hotel Noir with prior agreement.;G
786;39;During which hours is the guest expected to maintain quiet in Hotel Noir, and why?;Guests are expected to maintain quiet between 22:00 and 7:00 to avoid disturbing other guests.;G
787;39;Is there a specific age restriction for leaving children unattended in Hotel Noir, and if so, what is it?;The text does not specify a specific age restriction for leaving children unattended.;S
788;39;Can Hotel Noir withdraw from the contract for the provision of accommodation services, and under what circumstances does this right apply?;Hotel Noir can withdraw from the contract for the provision of accommodation services in the event of a guest's violation of the rules before the agreed period's expiration.;G
789;39;When is the guest required to pay for accommodation and other services, according to the rules?;The guest is obliged to pay for accommodation and other services upon arrival, according to the valid price list.;G
790;39;What restrictions are placed on the guest regarding the movement of equipment and changes to the electrical network or installations in Hotel Noir?;Guests are not allowed to move equipment or make changes to the electrical network or installations without permission from Hotel Noir management.;G
791;39;When is Hotel Noir obligated to accommodate a guest according to the rules?;Hotel Noir is obligated to accommodate a guest always on the day of check-in upon confirmation of the order.;G
792;39;What is the policy on smoking within Hotel Noir premises?;Smoking is strictly prohibited in Hotel Noir.;G
793;40;What consent does the Guest give to the Accommodation Provider regarding personal data processing?;Consent to processing and keeping of personal data for accommodation purposes.;G
794;40;What is the consequence if the guest decides for an earlier check-out during the check-in procedure?;The amount paid for the accommodation is no longer refunded.;G
795;40;What are the procedures and requirements for the Guest during the arrival process at the Hotel/Guesthouse?;Announce arrival, present ID, confirm personal data, and sign in the accommodation book.;G
796;40;According to the text, what legal basis governs the execution of the accommodation contract by the Accommodation Provider?;Section 2326 et sequentur of Act no;G
797;40;Under what circumstances can the Accommodation Provider terminate the Accommodation Contract with immediate effect?;"If the Guest breaches obligations specified in the Accommodation Contract and the Accommodation Rules or violates good ethics in the Hotel (""Misconduct"").";G
798;40;If the Guest fails to pay the deposit in a proper and timely manner, what is the consequence for the accommodation reservation?;The accommodation reservation shall be canceled after the time-limit for deposit payment expires.;G
799;40;What happens if the Guest does not arrive within 24 hours of the agreed first day of accommodation?;The Accommodation Provider may withdraw from the Accommodation Contract, and the Guest may be charged a cancellation fee of 100% of the price for accommodation.;G
800;40;How is the Accommodation Contract executed, and what is the minimum requirement for its form?;The Accommodation Contract is always executed in writing.;G
801;40;What are the conditions for executing the Accommodation Contract, and how is it confirmed?;The Accommodation Contract is executed when the Accommodation Provider receives the written order or the written reservation confirmation.;G
802;40;What rights does the Guest have in withdrawing from the Accommodation Contract before the first day of accommodation, and what cancellation fees may apply?;The Guest has the right to withdraw before the first day of accommodation;G
803;40;What must the Guest present during check-in, and what responsibilities does the Guest have regarding personal data confirmation?;ID card, passport, or any other ID document;G
804;40;When can arriving Guests check in, and what must be paid upon check-in?;Arriving Guests can check in Monday – Sunday from 2 PM;G
805;40;How and when is the Guest informed about the Accommodation Rules, and what information must be provided by the Guest upon check-in?;Informed upon check-in;G
806;40;What restrictions are placed on the number of persons in the room, and what must the Guest confirm upon check-in?;The number of persons may not exceed the registered number;G
807;40;How is the accommodation duration specified, and can it be extended? Under what conditions?;Specified upon check-in and recorded;G
808;40;What rules must the Guest observe regarding the use of accommodation premises, common areas, and accommodation-related services?;Observe Accommodation Rules, pay the price, use premises properly, keep them neat, protect furnishings, follow safety rules.;G
809;40;What actions may result in fines for the Guest, and what are the consequences of damage caused by the Guest to the Accommodation Provider's property?;Violations may result in fines;G
810;40;How is the responsibility for damage settled, and what are the payment options for damages?;Settlement from the deposit;G
811;40;What are the procedures and requirements during check-out, and when must the Guest leave the room?;Leave the room by 12 AM, lock the room, and leave the Key at the reception desk unless agreed otherwise.;G
812;40;In the absence of explicit regulations in the Accommodation Contract, what documents regulate the rights and obligations of the parties?;These Accommodation Rules and the service pricelist of the Accommodation Provider.;G
813;41;Under what circumstances can the accommodation provider refuse to accommodate a guest?;If the guest is visibly under the influence of alcohol, narcotics, or other dangerous substances.;G
814;41;In what situations can the accommodation provider offer alternative accommodation to a guest?;In special cases, and only at the agreed (or higher) level of service provided.;G
815;41;During which hours are guests obliged to observe night quiet, according to the accommodation rules?;Between 10:00 p.m;G
816;41;What should prevail in case of a conflict between the Accommodation rules and the accommodation contract?;Provisions contained in the accommodation contract shall prevail.;G
817;41;What fees apply to guests who check in before 6:00 a.m;Guests checking in before 6:00 a.m;S
818;41;What objects are guests prohibited from bringing into the rooms without prior written consent?;Sports equipment or items reserved for storage elsewhere, dangerous objects (weapons, explosives, narcotics), without consent.;G
819;41;Which company operates Hotel Gong, and what is its registered office address?;ISMM Gastro & HOTEL GONG s.r.o., Zauličí 410, 742 66 Štramberk.;G
820;41;What identification documents must a guest present upon arrival, and what additional requirement applies to foreign nationals?;"ID card, passport, or valid identity document; foreign nationals must complete and sign the accommodation card.";G
821;41;What are the check-in timeframes for a guest, and what happens if a guest fails to arrive by 8:00 p.m;Check-in between 2:00 p.m;G
822;41;How can guests ensure the safety of their valuables, and what items does the accommodation provider not take responsibility for?;"Guests can place valuables in the hotel's safe; the provider does not take responsibility for items left in communal areas, corridors, or the reception.";G
823;41;What procedure must guests follow to use the hotel car park, and what is the deposit for a parking card?;Guests request a parking card against a deposit of CZK 200.;G
824;41;Until what time must the guest vacate the room on the last day of accommodation, and what happens if the guest does not comply?;"Check-out by 10:00 a.m.; failure to comply may result in a charge for an extra day of accommodation.";G
825;41;What restrictions are placed on guests regarding the movement of equipment, furniture, and alterations to the hotel installations?;No movement or alterations without prior written consent.;G
826;41;Are guests allowed to use their own electrical appliances in the hotel, and if so, under what conditions?;"Yes, for personal hygiene; must meet approvals and standards.";G
827;41;What are the rules regarding smoking on hotel premises, and what is the penalty for breaching the smoking ban?;"Smoking is banned; breach incurs a penalty of CZK 2,000.";G
828;41;What responsibilities do guests have when leaving the room, and what is the consequence of non-return, damage, or loss of the room or safe key?;"Turn off taps, lights, accessories; hand over the room key; non-return, damage, or loss incurs a fee of CZK 500.";G
829;41;For what reason is it not advisable to leave children under 10 years of age alone in the room, and who is responsible for any damage caused by unsupervised children?;"Not advisable for safety reasons; legal guardians or supervisors are responsible for any damage.";G
830;41;Can guests bring dogs to the hotel, and if so, what are the conditions and fees associated with accommodating dogs?;"Yes, dogs up to 5 kg are allowed with proof of good health; fees apply as per the price list.";G
831;41;What is the method of payment for accommodation and other services, and where can guests find the current price list for these services?;"Payments in cash or non-cash (bank transfer); the price list is available at the Hotel reception or on the website www.hotel-gong.cz.";G
832;41;What specific facilities in the Wellness Apartment are reserved for guests accommodated in that apartment?;Facilities like infra-sauna and whirlpool.;G
833;42;What conditions and requirements are outlined for accommodating guests with pets, as per section 4.3?;Conditions for accommodating guests with pets are outlined in section 4.3;S
834;42;In section 2.8, how does the guideline handle the cancellation of a reservation for a Group of Guests?;The guidelines address the cancellation of reservations for a Group of Guests in section 2.8;G
835;42;What is the Guest's responsibility regarding financial damage caused to the hotel during an event, as mentioned in section 5.4?;The Guest's responsibility regarding financial damage caused to the hotel during an event is discussed in section 5.4;G
836;42;According to section 2.4, what specific information is required from a guest during the reservation process?;According to section 2.4, during the reservation process, guests are required to provide information such as their full name, contact details, credit card information, and any special requests or preferences.;G
837;42;As per section 2.7, what are the conditions for canceling a reservation for an Individual Guest?;Section 2.7 outlines the conditions for canceling a reservation for an Individual Guest;S
838;42;In section 5.2, what specific information is required from the Guest when organizing MICE events at Villa Elena Hotel?;Information required from the Guest when organizing MICE events is outlined in section 5.2;S
839;42;According to the final clause in section 6.1, who has the authority to change and update the guidelines on Guests' Comfortable Staying at Villa Elena Hotel & Residences?;The final clause in section 6.1 states that the right to change and update the guidelines on Guests' Comfortable Staying lies with the management or the person authorized by them.;G
840;42;According to section 2.11, what is the procedure for early check-in and late check-out at Villa Elena Hotel?;Section 2.11 details the procedure for early check-in and late check-out;In
841;42;In section 4.9, what responsibilities does a Guest have in case of a fire at Villa Elena Hotel?;The responsibilities of a Guest in case of a fire are outlined in section 4.9;In
842;42;According to section 4.16, how is a Guest expected to handle the situation in case of discovering faults in the service?;Section 4.16 provides information on how a Guest is expected to handle the situation in case of discovering faults in the service;In
843;42;As per section 5.6, how should a Guest handle the seating and service preferences for VIP guests during an event?;Section 5.6 provides guidelines on how a Guest should handle seating and service preferences for VIP guests during an event;G
844;42;"How is a ""Frequent Guest"" defined in the guidelines, and what distinguishes them from other guests?";"The guidelines do not provide specific information about how a ""Frequent Guest"" is defined";S
845;42;How can rooms at Villa Elena Hotel be booked, and what are the mentioned methods in section 2.2?;Rooms at Villa Elena Hotel can be booked through various methods, as mentioned in section 2.2;G
846;42;How does the guideline address the issue of guest attire, and what dress code variations are mentioned in section 4.11?;Section 4.11 addresses the issue of guest attire;S
847;42;Under what circumstances can a Guest be denied services, and what conditions are outlined in section 4.18?;Section 4.18 outlines the circumstances under which a Guest can be denied services;S
848;42;What statement needs to be signed after an event is held at Villa Elena Hotel, and what does it entail, as per section 5.11?;According to section 5.11, a statement needs to be signed after an event is held at Villa Elena Hotel;G
849;42;How does the guideline handle the situation if the number of Guests decreases less than 2 working days before the event, as per section 5.10?;Section 5.10 addresses how the guideline handles the situation if the number of Guests decreases less than 2 working days before the event;G
850;42;What is the payment procedure for services ordered prior to the event at Villa Elena Hotel, as outlined in section 5.8?;The payment procedure for services ordered prior to the event is mentioned in section 5.8;S
851;42;In case of a postponed event start time, what expenses does the Guest need to cover, according to section 5.9?;In case of a postponed event start time, the Guest's obligations regarding payment are discussed in section 5.9;G
852;42;"In the context of Villa Elena Hotel & Residences, what does the term ""MICE"" signify?";"In the context of Villa Elena Hotel & Residences, the term ""MICE"" refers to Meetings, Incentives, Conferences, and Exhibitions";G
853;43;What items may be refused by the hotel to be placed in a hotel deposit, according to section 5.4?;The hotel reserves the right to refuse to accept high-value items, significant amounts of money, items that pose a threat to safety, and bulky items in a hotel deposit.;G
854;43;Under what circumstances can the Hotel refuse to extend a Guest's stay?;The Hotel can refuse to extend a Guest's stay in case of failure to make full payment for the previous stay or gross violations of the Rules by the Guest during their stay.;G
855;43;Is the Hotel responsible for damage or loss of a vehicle parked on the hotel premises or outside the hotel premises?;The Hotel is not responsible for damage or loss of a car or other vehicle belonging to the Guest, any objects, or animals left in it, regardless of whether these vehicles have been parked on the hotel parking area or outside the hotel premises.;G
856;43;What instructions should Guests follow in case of a fire alarm, according to section 4.7?;In case of a fire alarm, Guests should follow the instructions from the evacuation plan attached near the exit of every hotel room.;G
857;43;In what situations is the hotel liable for the loss or damage of items brought by guests, as per section 5.1?;The hotel is liable for the loss or damage of items brought by people using its services to the extent defined in the provisions of the Civil Code.;G
858;43;When should the Guest notify the hotel reception about any damage, according to section 5.2?;The Guest should notify the hotel reception immediately after damage has been detected.;G
859;43;What responsibilities does the Guest have when leaving the hotel room, according to section 4.4?;The Guest is obliged to properly lock the hotel room when leaving so that third parties' access is not possible;G
860;43;How much is the fine for the loss or damage of a room key?;In case of loss or damage of the room key, the Guest will be charged with a fine in the amount of 50 PLN.;G
861;43;What is the duration of a full hotel day at Hotel Mużakowski Health Resort?;The duration of a full hotel day at Hotel Mużakowski Health Resort is from 15:00 to 11:00 of the following day.;G
862;43;What is the consequence of a Guest retaining the room or leaving belongings after 11:00 am?;Retaining the room or leaving things by the Guest after 11:00 am is treated as an extension of stay for another hotel day.;G
863;43;What is the procedure for the return of personal items left by the Guest in the hotel room, according to section 6.1?;Personal belongings left by the Guest in the hotel room upon leaving shall be sent to the address indicated by the Guest at their expense;G
864;43;What rights does the Guest have regarding personal data protection, as outlined in section 7?;By making a reservation or paying partial or entire amount due for the stay at the Hotel, the Guest gives consent for storing and processing personal data in accordance with the Personal Data Protection Act.;S
865;43;How should a Guest extend their stay, and until when is it possible to request an extension?;A Guest should report the intention to extend their stay at the latest till 10:00 am on the last day of the room’s rental period;G
866;43;What is the requirement for a Guest's check-in, and what document must be presented to the Receptionist?;The basis for the Guest’s check-in is the presentation of an identity document with a photo to the Receptionist.;G
867;43;What are the allowed hours for unregistered people to stay in a hotel room, and what is the consequence after 22:00?;Unregistered people may stay in a hotel room as guests from 7:00 to 22:00;G
868;43;What is the penalty for smoking in the Hotel premises, and can the Hotel demand additional compensation?;Smoking is strictly prohibited at the premises of the Hotel;G
869;43;What is the hotel's responsibility for the loss or damage of money, securities, and valuables, and under what condition, as stated in section 5.3?;The hotel is liable for the loss or damage of money, securities, valuables, or items of scientific or artistic value only if these items were put into storage in a hotel deposit.;G
870;43;How much is the additional fee for bringing pets to the hotel, and what is the Guest's liability for damage caused by their animal?;Pets are accepted at the Hotel for an additional fee of 50 PLN / day;G
871;43;Where should complaints regarding the stay be submitted, and in what form, according to section 9.1?;Complaints regarding the stay should be submitted to the Hotel Management in written form to the following e-mail address: info@hotel-muzakowski.pl;G
872;43;Can a hotel Guest transfer the room to third parties?;No, a hotel Guest may not transfer the hotel room to third parties.;G
873;44;What restrictions and regulations apply to the accommodation of dogs and other animals in Hotel VAKA?;Accommodation of dogs and other animals is subject to specific regulations, including restrictions in certain areas.;S
874;44;How should the client adapt their stay in Hotel VAKA according to the regulations?;The client must adapt the stay to their current health condition and physical and mental abilities.;G
875;44;What is the responsibility of the landlord for damages caused to things brought in by the client?;The landlord is responsible for damage caused to things brought in by the client.;G
876;44;How are complaints from guests and suggestions for improvement of activities handled by the hotel management?;Complaints and suggestions are accepted by the hotel management for improvement.;G
877;44;Are guests allowed to move interior equipment, make changes, or use their own electrical appliances in the hotel rooms?;Guests are not allowed to move interior equipment, make changes, or use their own electrical appliances without consent.;G
878;44;What obligations does the client have regarding the payment for accommodation and services provided by the landlord?;The client must pay for accommodation and services according to the valid price list by the day of the end of the stay.;G
879;44;What identification documents must a client present for registration upon arrival at Hotel VAKA?;The client must present their ID card, passport, or other valid travel document.;G
880;44;According to the Act on the Residence of Foreigners in the Czech Republic, what obligations do foreign clients have when staying at the hotel?;Foreign clients must fill in and submit an official document of residence as per the Act on the Residence of Foreigners.;G
881;44;From what time to what time can a client stay in the hotel room on the day of arrival, based on a confirmed booking?;Clients can stay in the hotel room from 2 pm to midnight on the day of arrival.;G
882;44;If a client stays before 06:00 or checks out after 11:00, what financial obligation does the client have?;The client is obliged to pay the full price for the previous night if staying before 06:00 or checking out after 11:00, unless agreed otherwise.;G
883;44;What are the conditions and fees for cancellations under the standard price and non-refundable price categories?;Standard price allows free cancellation up to 48 hours before arrival, while non-refundable bookings incur a 100% cancellation fee.;G
884;44;What precautions and recommendations does the landlord provide for guests regarding their safety and security?;Guests are recommended precautions such as locking doors, checking identities before opening doors to strangers, and ensuring safety during their stay.;G
885;44;What is the jurisdiction for disputes arising from the accommodation contract, according to the regulations?;Disputes arising from the contract will be resolved through the courts in the Czech Republic.;G
886;44;Why might the landlord demand a guarantee from the client upon arrival, and how is this guarantee executed?;The landlord may demand a guarantee from the client using the hotel account payment card, allowing the blocking of a deposit amount.;G
887;44;What is the deadline for checking out of the Hotel VAKA, and what fees may be charged for late check-out?;Check-out deadline is 11 am, with potential fees for late check-out, including 500 CZK until 5 pm and full day after 5 pm.;G
888;44;Can the landlord offer the client a different room in exceptional cases, and under what conditions?;The landlord may offer a different room in exceptional cases, especially when the client requests an extension of accommodation.;G
889;44;In what circumstances can the landlord cancel a confirmed accommodation, and what are the conditions for such cancellation?;The landlord can cancel confirmed accommodation more than 60 days before the client's arrival without charging cancellation fees.;G
890;44;How does the landlord handle reservation deposits, and what happens to unconfirmed reservations?;The landlord may request a deposit of 50% to 100% of the accommodation price, and unconfirmed reservations will be deleted after the specified option expires.;G
891;44;How does the landlord handle minibars in the hotel rooms, and what is the procedure for reporting minibar consumption?;Minibar consumption is recorded by room service, and the guest must report it at the reception.;G
892;44;What obligations does the client have regarding compliance with the accommodation regulations, and what are the consequences of non-compliance?;The client must comply with accommodation regulations, and non-compliance may result in the withdrawal of accommodation services and full payment for accommodation.;G
893;45;Under what circumstances can the Hotel increase the advance payment or guarantee agreed in the Contract?;The Hotel can increase the advance payment or guarantee agreed in the Contract in justified cases, for example, in the event of a guest falling into arrears or the broadening of the Contract's scope.;G
894;45;Under what conditions is the Hotel liable for loss of or damage to motor vehicles parked on its grounds?;The Hotel is liable for loss of or damage to motor vehicles parked on its grounds only pursuant to specific conditions mentioned in the Terms and Conditions.;G
895;45;What liabilities does the guest have for loss of or damage to items brought to the hotel during events?;The guest is liable for loss of or damage to items brought to the Hotel during events unless caused by gross negligence or intent on the Hotel's part.;G
896;45;How are contrary or divergent terms and conditions handled in these Terms and Conditions?;Contrary or divergent terms and conditions are not recognized unless they are expressly agreed in advance and in writing;G
897;45;In case of refusal of admittance or ejection of guests, what grounds does the Hotel have for taking such actions?;The Hotel is entitled to refuse admittance or eject guests if, on arrival, there are grounds to believe the guest is under the influence of drugs or alcohol or behaves offensively toward hotel staff or other guests;G
898;45;How is the Hotel's liability defined concerning compensation claims from the customer?;The Hotel's liability to the guest is limited, excluding compensation claims except for damages due to injury to life, body, and health or intentional or grossly negligent breaches of duty.;G
