;Indice;Domanda ChatGTP;Risposta ChatGTP;Valutazione ChatGTP;Answer_ChatBot_Model_dot_base;Valutazione_ChatBot_Model_dot_base;Answer_ChatBot_Model_dot_local;Valutazione_ChatBot_Model_dot_local;Answer_ChatBot_Model_all_base;Valutazione_ChatBot_Model_all_base;Answer_ChatBot_Model_dot_global;Valutazione_ChatBot_Model_dot_global;DotPeriodTrue;Valutazione_DotPeriodTrue;DotPeriodFalse;Valutazione_DotPeriodFalse;AllPeriodTrue;Valutazione_AllPeriodTrue;AllPeriodFalse;Valutazione_AllPeriodFalse;Indice_single
709;39;What is the check-out time for a guest, and what happens if the guest fails to vacate the room by that time?;The check-out time for a guest is by 10:00 on the last day, and if the guest fails to vacate the room, the hotel is entitled to charge for the next day.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;The guest uses the room for the agreed time. If the accommodation time has not been agreed in advance, the guest will check out by 10:00 on the last day at the latest and is obliged to vacate the room by this time. If he fails to do so, the hotel is entitled to charge him a stay for the next day. In the event that Hotel Noir has previously booked this room and the guest does not obey the call or is not present at Hotel Noir, Hotel Noir reserves the right, with the participation of a three-member commission, to write and store the guest's belongings in a safe place. booked.;G;756
710;39;What responsibilities does the guest have regarding water closures, lights, accessories, door, and windows in the room?;The guest is obliged to close water closures, turn off lights and accessories, and close the door and windows in the room.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G; The guest is obliged to close the water closures in the room, turn off the lights and its accessories in the room and close the door and windows.;G;757
711;39;Who is responsible for any damage to Hotel Noir property, and how is the payment for such damage handled?;Guests are responsible for damage to Hotel Noir property, and the guest pays for the damage caused by them.;G; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In; Guests are responsible for damage to Hotel Noir property. The guest pays for the damage caused by him, unless he proves that he was not at fault. This claim of Hotel Noir also applies to damage, which is discovered only after the departure of the guest.;In;758
712;39;Are animals allowed in Hotel Noir, and what conditions must be met for their accommodation?;Dogs and other animals can be accommodated in Hotel Noir with prior agreement.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G; Dogs and other animals can be accommodated in Hotel Noir, must be agreed in advance with Hotel Noir.;G;759
713;39;During which hours is the guest expected to maintain quiet in Hotel Noir, and why?;Guests are expected to maintain quiet between 22:00 and 7:00 to avoid disturbing other guests.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;Between 22:00 and 7:00 the guest keeps the night quiet, ie does not disturb other guests staying in Hotel Noir.;G;760
714;39;Is there a specific age restriction for leaving children unattended in Hotel Noir, and if so, what is it?;The text does not specify a specific age restriction for leaving children unattended.;S;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;For safety reasons, it is not appropriate to leave children under 10 years of age without adult supervision in the room and other areas of Hotel Noir.;G;761
715;39;Can Hotel Noir withdraw from the contract for the provision of accommodation services, and under what circumstances does this right apply?;Hotel Noir can withdraw from the contract for the provision of accommodation services in the event of a guest's violation of the rules before the agreed period's expiration.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G;762
716;39;When is the guest required to pay for accommodation and other services, according to the rules?;The guest is obliged to pay for accommodation and other services upon arrival, according to the valid price list.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G; The guest is obliged to pay the prices for accommodation and other services provided in accordance with the valid price list upon arrival, unless otherwise agreed in advance.;G;763
717;39;What restrictions are placed on the guest regarding the movement of equipment and changes to the electrical network or installations in Hotel Noir?;Guests are not allowed to move equipment or make changes to the electrical network or installations without permission from Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;  In the room and in Hotel Noir premises, the guest may not move the equipment, make any changes to the electrical network or other installations without the permission of the Hotel Noir management.;G;764
718;39;When is Hotel Noir obligated to accommodate a guest according to the rules?;Hotel Noir is obligated to accommodate a guest always on the day of check-in upon confirmation of the order.;G; Upon confirmation of the order, Hotel Noir is obliged to accommodate the guest always on the day of check-in .;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;S; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;S; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; Upon confirmation of the order, Hotel Noir is obliged to accommodate the guest always on the day of check-in .;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G; The guest is obliged to observe the provisions of these accommodation rules. In the event of violation, Hotel Noir has the right to withdraw from the contract for the provision of accommodation services before the expiry of the agreed period.;G;765
719;39;What is the policy on smoking within Hotel Noir premises?;Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G; Smoking is strictly prohibited in Hotel Noir.;G;766
720;40;What consent does the Guest give to the Accommodation Provider regarding personal data processing?;Consent to processing and keeping of personal data for accommodation purposes.;G; The Guest has the right to access his/her personal data processed by the hotel, to rectify or delete them, to limit their processing and to object to their processing.;S; The Guest has the right to obtain from the hotel, the personal data that concern the Guest and that the Guest provided to the hotel. Upon the Guest’s request, the hotel shall immediately provide the data subject with data in a structured, commonly used and machine-readable format or shall provide them to another specified controller. This right does not apply to personal data processed manually.;G; The Guest has the right to access his/her personal data processed by the hotel, to rectify or delete them, to limit their processing and to object to their processing.;S;The Guest hereby gives the Accommodation Provider his/her consent to the processing and keeping his/her personal data provided for the purposes of accommodation and registration of Guests pursuant to Act no. 565/1990 of Coll., on local fees, and Act no. 326/1999 of Coll., on the residence of foreign nationals in the Czech Republic and amendments to certain laws. Additional obligations of the Guest and the Accommodation Provider concerning the keeping of the accommodation book are laid down in the aforesaid legal regulations.;G;The Guest hereby gives the Accommodation Provider his/her consent to the processing and keeping his/her personal data provided for the purposes of accommodation and registration of Guests pursuant to Act no. 565/1990 of Coll., on local fees, and Act no. 326/1999 of Coll., on the residence of foreign nationals in the Czech Republic and amendments to certain laws. Additional obligations of the Guest and the Accommodation Provider concerning the keeping of the accommodation book are laid down in the aforesaid legal regulations.;S;The Guest hereby gives the Accommodation Provider his/her consent to the processing and keeping his/her personal data provided for the purposes of accommodation and registration of Guests pursuant to Act no. 565/1990 of Coll., on local fees, and Act no. 326/1999 of Coll., on the residence of foreign nationals in the Czech Republic and amendments to certain laws. Additional obligations of the Guest and the Accommodation Provider concerning the keeping of the accommodation book are laid down in the aforesaid legal regulations.;S; The Guest has the right to obtain from the hotel, the personal data that concern the Guest and that the Guest provided to the hotel. Upon the Guest’s request, the hotel shall immediately provide the data subject with data in a structured, commonly used and machine-readable format or shall provide them to another specified controller. This right does not apply to personal data processed manually.;S; The Guest has the right to obtain from the hotel, the personal data that concern the Guest and that the Guest provided to the hotel. Upon the Guest’s request, the hotel shall immediately provide the data subject with data in a structured, commonly used and machine-readable format or shall provide them to another specified controller. This right does not apply to personal data processed manually.;S;767
721;40;What is the consequence if the guest decides for an earlier check-out during the check-in procedure?;The amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G; In case the guest decides during the check-in procedure for an earlier check-out, the amount paid for the accommodation is no longer refunded.;G;768
722;40;What are the procedures and requirements for the Guest during the arrival process at the Hotel/Guesthouse?;Announce arrival, present ID, confirm personal data, and sign in the accommodation book.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G; The Guest must announce his/her arrival to the authorized receptionist of the Hotel.;G;769
723;40;According to the text, what legal basis governs the execution of the accommodation contract by the Accommodation Provider?;Section 2326 et sequentur of Act no;G;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S; The parties’ rights and obligations that are not explicitly regulated in the Accommodation Contract are regulated in these Accommodation Rules and the service pricelist of the Accommodation Provider. In the case that the Accommodation Contract specifies otherwise than these Accommodation Rules and/or the pricelist of the Accommodation Provider, the Accommodation Contract shall apply.;G;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S;Guests are accommodated in the hotel based on an accommodation contract executed pursuant to Section 2326 et sequentur of Act no. 89/2012 of Coll., the Civil Code, based on which the hotel (hereinafter referred to as the “Accommodation Provider”) provides the guest with temporary accommodation in the accommodation facility for the agreed time period or for the time period implied from the purpose of accommodation, and the guest (hereinafter referred to as the “Guest”) agrees to pay the Accommodation Provider for the accommodation and accommodation-related services within the time-limit specified in these Accommodation Rules (hereinafter referred to as the “Accommodation Contract”).;S;770
724;40;Under what circumstances can the Accommodation Provider terminate the Accommodation Contract with immediate effect?;"If the Guest breaches obligations specified in the Accommodation Contract and the Accommodation Rules or violates good ethics in the Hotel (""Misconduct"").";G;In the case that the Guest breaches his/her obligations specified in the Accommodation Contract and the Accommodation Rules and/or the pricelist of the Accommodation Provider attached to the Accommodation Contract or otherwise violates good ethics in the Hotel (hereinafter referred to as “Misconduct”), the Accommodation Provider may terminate the Accommodation Contract with immediate effect, provided that the Guest was informed about his/her Misconduct by the Hotel in compliance with Section 2331 of the Civil Code.;G;The Guest has the right to withdraw from the Accommodation Contract before the first day of accommodation without cause. The Guest must send the Accommodation Provider a written withdrawal notice. In such a case, the Accommodation Provider may charge the Guest with a cancellation fee and amount, which is for individual reservations (4 and less rooms) is follows: Withdrawal notice delivered to the Accommodation 6 and more days before the first day of accomodation No cancellation fee 5-2 days before the first day of accommodation price for 1 night of accomodation 1 days before the first day of accommodation 100 % of price for accomodation;S;In the case that the Guest breaches his/her obligations specified in the Accommodation Contract and the Accommodation Rules and/or the pricelist of the Accommodation Provider attached to the Accommodation Contract or otherwise violates good ethics in the Hotel (hereinafter referred to as “Misconduct”), the Accommodation Provider may terminate the Accommodation Contract with immediate effect, provided that the Guest was informed about his/her Misconduct by the Hotel in compliance with Section 2331 of the Civil Code.;G;In the case that the Guest breaches his/her obligations specified in the Accommodation Contract and the Accommodation Rules and/or the pricelist of the Accommodation Provider attached to the Accommodation Contract or otherwise violates good ethics in the Hotel (hereinafter referred to as “Misconduct”), the Accommodation Provider may terminate the Accommodation Contract with immediate effect, provided that the Guest was informed about his/her Misconduct by the Hotel in compliance with Section 2331 of the Civil Code.;G;In the case that the Guest breaches his/her obligations specified in the Accommodation Contract and the Accommodation Rules and/or the pricelist of the Accommodation Provider attached to the Accommodation Contract or otherwise violates good ethics in the Hotel (hereinafter referred to as “Misconduct”), the Accommodation Provider may terminate the Accommodation Contract with immediate effect, provided that the Guest was informed about his/her Misconduct by the Hotel in compliance with Section 2331 of the Civil Code.;G;In the case that the Guest breaches his/her obligations specified in the Accommodation Contract and the Accommodation Rules and/or the pricelist of the Accommodation Provider attached to the Accommodation Contract or otherwise violates good ethics in the Hotel (hereinafter referred to as “Misconduct”), the Accommodation Provider may terminate the Accommodation Contract with immediate effect, provided that the Guest was informed about his/her Misconduct by the Hotel in compliance with Section 2331 of the Civil Code.;G;In the case that the Guest breaches his/her obligations specified in the Accommodation Contract and the Accommodation Rules and/or the pricelist of the Accommodation Provider attached to the Accommodation Contract or otherwise violates good ethics in the Hotel (hereinafter referred to as “Misconduct”), the Accommodation Provider may terminate the Accommodation Contract with immediate effect, provided that the Guest was informed about his/her Misconduct by the Hotel in compliance with Section 2331 of the Civil Code.;G; The Accommodation Contract is considered executed when two conditions are met, i.e. the Accommodation Provider receives the written order or the written reservation confirmation.;G;771
725;40;If the Guest fails to pay the deposit in a proper and timely manner, what is the consequence for the accommodation reservation?;The accommodation reservation shall be canceled after the time-limit for deposit payment expires.;G;Reservation Cancellation, Early Withdrawal from Accommodation Contract and No Arrival In the case that the Guest does not pay the deposit based on Article I (2.2) in a proper and/or timely manner, the accommodation reservation shall be cancelled after the time-limit for deposit payment expires.;G;Reservation Cancellation, Early Withdrawal from Accommodation Contract and No Arrival In the case that the Guest does not pay the deposit based on Article I (2.2) in a proper and/or timely manner, the accommodation reservation shall be cancelled after the time-limit for deposit payment expires.;G;Reservation Cancellation, Early Withdrawal from Accommodation Contract and No Arrival In the case that the Guest does not pay the deposit based on Article I (2.2) in a proper and/or timely manner, the accommodation reservation shall be cancelled after the time-limit for deposit payment expires.;G;Reservation Cancellation, Early Withdrawal from Accommodation Contract and No Arrival In the case that the Guest does not pay the deposit based on Article I (2.2) in a proper and/or timely manner, the accommodation reservation shall be cancelled after the time-limit for deposit payment expires.;G;Reservation Cancellation, Early Withdrawal from Accommodation Contract and No Arrival In the case that the Guest does not pay the deposit based on Article I (2.2) in a proper and/or timely manner, the accommodation reservation shall be cancelled after the time-limit for deposit payment expires.;G;Reservation Cancellation, Early Withdrawal from Accommodation Contract and No Arrival In the case that the Guest does not pay the deposit based on Article I (2.2) in a proper and/or timely manner, the accommodation reservation shall be cancelled after the time-limit for deposit payment expires.;G;Damage caused by the Guest to the Accommodation Provider’s property shall be paid from the deposit paid pursuant to Article (4.5) of the Accommodation Rules. In the case that the damage exceeds the deposit, the Guest must pay the Accommodation Provider the difference.;G;Damage caused by the Guest to the Accommodation Provider’s property shall be paid from the deposit paid pursuant to Article (4.5) of the Accommodation Rules. In the case that the damage exceeds the deposit, the Guest must pay the Accommodation Provider the difference.;G;772
